UUID,Titre,Publié,Promu en page d'accueil,Traduction,Exporter vers les extensions,Contexte(s),Language,Statut,Lien vers traduction l.d.o,Date de publication,Date de mise à jour
localize_glossary_translation_924_fr,placeholder token,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=placeholder%20token,1554209301,1554212833
localize_glossary_translation_923_fr,munge,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=munge,1552407233,1552407233
localize_glossary_translation_922_fr,Paragraph bundle,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Paragraph%20bundle,1550569294,1550569294
localize_glossary_translation_921_fr,strips,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=strips,1550417126,1550417126
localize_glossary_translation_920_fr,boost,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=boost,1550416488,1550416488
localize_glossary_translation_919_fr,custom module,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=custom%20module,1550408787,1550408787
localize_glossary_translation_918_fr,skip,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=skip,1550402781,1550402781
localize_glossary_translation_917_fr,fulltext,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=fulltext,1550402341,1550402341
localize_glossary_translation_916_fr,Downgrade,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Downgrade,1550400852,1550400852
localize_glossary_translation_915_fr,sucessfully,1,0,avec succès,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=sucessfully,1550399749,1551699714
localize_glossary_translation_914_fr,Stemmer,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Stemmer,1550399511,1550399511
localize_glossary_translation_913_fr,Content Staging,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Content%20Staging,1550399002,1550399002
localize_glossary_translation_912_fr,nested,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=nested,1550396092,1550396092
localize_glossary_translation_911_fr,disallow,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=disallow,1550394598,1550394598
localize_glossary_translation_910_fr,checklist,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=checklist,1550394255,1550394255
localize_glossary_translation_909_fr,Rewrite Results,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Rewrite%20Results,1550393956,1550393956
localize_glossary_translation_908_fr,You may,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=You%20may,1550393674,1550393674
localize_glossary_translation_907_fr,Tips,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Tips,1541760227,1541760227
localize_glossary_translation_906_fr,Outsider,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Outsider,1539614777,1539614777
localize_glossary_translation_905_fr,third-party,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=third-party,1539441926,1539441926
localize_glossary_translation_904_fr,requirement,1,0,pré-requis,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=requirement,1539440656,1550328887
localize_glossary_translation_903_fr,workspace,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=workspace,1536588212,1536588212
localize_glossary_translation_902_fr,hint,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=hint,1531214160,1531214160
localize_glossary_translation_901_fr,cookie,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=cookie,1525388919,1525388919
localize_glossary_translation_900_fr,tracker,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=tracker,1525162224,1525162224
localize_glossary_translation_899_fr,layer,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=layer,1525159487,1525159487
localize_glossary_translation_898_fr,boolean,1,0,bouléen,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=boolean,1525081532,1551699752
localize_glossary_translation_897_fr,popover,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=popover,1525081153,1525081153
localize_glossary_translation_896_fr,colon,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=colon,1524925743,1524925743
localize_glossary_translation_895_fr,staging,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=staging,1523973672,1523973672
localize_glossary_translation_894_fr,repositories,1,0,dépôts,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=repositories,1523965763,1551699855
localize_glossary_translation_893_fr,crib,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=crib,1523882234,1523882234
localize_glossary_translation_892_fr,altering,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=altering,1523872922,1523872922
localize_glossary_translation_891_fr,Strip out,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Strip%20out,1523871548,1523871548
localize_glossary_translation_890_fr,Bundle assignment,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Bundle%20assignment,1523870739,1523870739
localize_glossary_translation_889_fr,assignment,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=assignment,1523868982,1523868982
localize_glossary_translation_888_fr,Dropzone,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Dropzone,1509294209,1509294209
localize_glossary_translation_887_fr,home,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=home,1509272061,1509272061
localize_glossary_translation_886_fr,array,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=array,1482845352,1482845352
localize_glossary_translation_882_fr,custom block library,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=custom%20block%20library,1465835149,1465835149
localize_glossary_translation_881_fr,more link,1,0,"lien ""plus""",1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=more%20link,1465724434,1465724465
localize_glossary_translation_880_fr,event,1,0,évènement,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=event,1465724316,1465724599
localize_glossary_translation_878_fr,in-place,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=in-place,1453743733,1453743803
localize_glossary_translation_877_fr,signup,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=signup,1449677344,1449677344
localize_glossary_translation_876_fr,Language neutral,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Language%20neutral,1447428899,1447428899
localize_glossary_translation_875_fr,entity reference,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=entity%20reference,1447162478,1447162478
localize_glossary_translation_874_fr,derivative,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=derivative,1447106722,1447106722
localize_glossary_translation_873_fr,cache tag,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=cache%20tag,1447105595,1447105595
localize_glossary_translation_872_fr,installer,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=installer,1447079977,1447079977
localize_glossary_translation_871_fr,raw,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=raw,1447061078,1447061078
localize_glossary_translation_870_fr,view modes,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=view%20modes,1446910602,1446910602
localize_glossary_translation_869_fr,form modes,1,0,modes de saisie,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=form%20modes,1446910595,1446913515
localize_glossary_translation_868_fr,display modes,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=display%20modes,1446910553,1446910553
localize_glossary_translation_867_fr,Outline (book),1,0,Structure de livre,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=Outline%20%28book%29,1446910141,1446913701
localize_glossary_translation_866_fr,translatable,1,0,traduisible,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=translatable,1446909962,1446913620
localize_glossary_translation_865_fr,logged in,1,0,connecté,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=logged%20in,1446909296,1446913790
localize_glossary_translation_864_fr,tray,1,0,tiroir,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=tray,1446907908,1446914806
localize_glossary_translation_862_fr,Replacement patterns,1,0,Motifs de substitution,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=Replacement%20patterns,1446900385,1446914954
localize_glossary_translation_861_fr,further instructions,1,0,instructions complémentaires,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=further%20instructions,1446896590,1446898784
localize_glossary_translation_860_fr,form mode,1,0,mode de saisie,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=form%20mode,1446896201,1446915015
localize_glossary_translation_859_fr,display mode,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=display%20mode,1446895800,1446895800
localize_glossary_translation_858_fr,extend,1,0,extension / étendre,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=extend,1446895552,1446917210
localize_glossary_translation_857_fr,rearrange,1,0,réordonner,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=rearrange,1446895274,1446896296
localize_glossary_translation_856_fr,tour,1,0,visite guidée,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=tour,1446893746,1446917191
localize_glossary_translation_855_fr,drop-down button,1,0,bouton déroulant,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=drop-down%20button,1446892682,1446917187
localize_glossary_translation_854_fr,VID,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=VID,1446891271,1446891271
localize_glossary_translation_853_fr,Backend,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Backend,1443033119,1443033119
localize_glossary_translation_852_fr,shortcut,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=shortcut,1441379615,1441379615
localize_glossary_translation_851_fr,packaging,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=packaging,1439067435,1439067435
localize_glossary_translation_850_fr,safely,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=safely,1434103033,1434103033
localize_glossary_translation_849_fr,legacy,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=legacy,1434099313,1434099313
localize_glossary_translation_848_fr,sort criteria,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=sort%20criteria,1425909076,1482588175
localize_glossary_translation_847_fr,Are you sure,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Are%20you%20sure,1424014824,1424014824
localize_glossary_translation_846_fr,unchangeable,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=unchangeable,1423923978,1423923978
localize_glossary_translation_845_fr,changeable,1,0,modifiable,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=changeable,1423923323,1446917183
localize_glossary_translation_844_fr,highlight,1,0,mettre en évidence,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=highlight,1418049263,1446913953
localize_glossary_translation_843_fr,article,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=article,1389641802,1389641802
localize_glossary_translation_831_fr,Loading,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Loading,1379072620,1379072620
localize_glossary_translation_830_fr,ReadyState,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=ReadyState,1379072486,1379072486
localize_glossary_translation_824_fr,card on file,1,0,,1,e-Commerce,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=card%20on%20file,1375780933,1375780933
localize_glossary_translation_821_fr,spoiler,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=spoiler,1375050172,1375050172
localize_glossary_translation_820_fr,hashtag,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=hashtag,1373063519,1373063519
localize_glossary_translation_819_fr,ban (to),1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=ban%20%28to%29,1372640837,1372640837
localize_glossary_translation_818_fr,dummy,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=dummy,1372640218,1372640218
localize_glossary_translation_815_fr,Import files,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Import%20files,1365758854,1365758854
localize_glossary_translation_812_fr,case,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=case,1363958243,1363958243
localize_glossary_translation_810_fr,webform,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=webform,1358085960,1358085960
localize_glossary_translation_809_fr,breakpoint,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=breakpoint,1357395267,1357395267
localize_glossary_translation_808_fr,opt-out,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=opt-out,1356597858,1356597858
localize_glossary_translation_807_fr,subject (contexte : courriel),1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=subject%20%28contexte%20%3A%20courriel%29,1356281248,1356281248
localize_glossary_translation_806_fr,profanity,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=profanity,1356268105,1356268105
localize_glossary_translation_805_fr,Double opt-in,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Double%20opt-in,1356190683,1356190683
localize_glossary_translation_804_fr,Single opt-in,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=Single%20opt-in,1356190527,1356190527
localize_glossary_translation_803_fr,populate,1,0,,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=populate,1352057086,1352057086
localize_glossary_translation_786_fr,hosting provider,1,0,hébergeur,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=hosting%20provider,1346742365,1351790526
localize_glossary_translation_781_fr,importer,1,0,outil d'importation,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=importer,1345368262,1351790155
localize_glossary_translation_777_fr,shipping information,1,0,informations de livraison,1,e-Commerce,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=shipping%20information,1345193278,1361731097
localize_glossary_translation_776_fr,billing information,1,0,informations de facturation,1,e-Commerce,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=billing%20information,1344966074,1361731097
localize_glossary_translation_775_fr,textarea,1,0,zone de texte,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=textarea,1341051365,1446917465
localize_glossary_translation_773_fr,date format,1,0,format de date,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=date%20format,1340975543,1351790809
localize_glossary_translation_771_fr,featured content,1,0,contenu mis en avant,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=featured%20content,1338997109,1351790341
localize_glossary_translation_770_fr,quiz,1,0,quiz,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=quiz,1338888107,1351791057
localize_glossary_translation_769_fr,wizard,1,0,assistant,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=wizard,1338113472,1351791076
localize_glossary_translation_768_fr,refreshing,1,0,actualisation,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=refreshing,1338113165,1351791225
localize_glossary_translation_766_fr,themer,1,0,thémeur,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=themer,1338111979,1351791422
localize_glossary_translation_765_fr,if checked,1,0,si coché,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=if%20checked,1336558586,1351791885
localize_glossary_translation_764_fr,membership,1,0,adhésion,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=membership,1335284010,1351792014
localize_glossary_translation_763_fr,overhead,1,0,surcharge / surcharge serveur,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=overhead,1334857835,1351791861
localize_glossary_translation_762_fr,unflag,1,0,démarquer,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=unflag,1334675337,1446920014
localize_glossary_translation_761_fr,(to) flag,1,0,marquer,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=%28to%29%20flag,1334674657,1334674657
localize_glossary_translation_760_fr,translation set,1,0,jeu de traductions,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=translation%20set,1332285321,1334597201
localize_glossary_translation_759_fr,endpoint,1,0,extrémité,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=endpoint,1331477668,1334597435
localize_glossary_translation_758_fr,default,1,0,défaut / par défaut,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=default,1330958410,1551700099
localize_glossary_translation_757_fr,checkbox,1,0,case à cocher,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=checkbox,1330713922,1334597556
localize_glossary_translation_753_fr,tree,1,0,arborescence,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=tree,1330707605,1334597668
localize_glossary_translation_751_fr,form builder,1,0,constructeur de formulaire,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=form%20builder,1328608857,1334597171
localize_glossary_translation_749_fr,product display,1,0,affichage produit,1,e-Commerce,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=product%20display,1325171052,1361731175
localize_glossary_translation_748_fr,mapping,1,0,mappage,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=mapping,1325168998,1334598743
localize_glossary_translation_747_fr,clear (to),1,0,vider / effacer,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=clear%20%28to%29,1325167903,1446918116
localize_glossary_translation_746_fr,viewport,1,0,fenêtre (viewport),1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=viewport,1324914625,1334599751
localize_glossary_translation_745_fr,coupon,1,0,bon de réduction,1,e-Commerce,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=coupon,1324763156,1361731175
localize_glossary_translation_744_fr,payment terminal,1,0,moyen de paiment,1,e-Commerce,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=payment%20terminal,1324590150,1361731175
localize_glossary_translation_743_fr,shopping cart order,1,0,commande dans le panier,1,e-Commerce,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=shopping%20cart%20order,1324585139,1361731175
localize_glossary_translation_742_fr,review checkout pane,1,0,étape de validation de paiement,1,e-Commerce,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=review%20checkout%20pane,1324585113,1361731175
localize_glossary_translation_741_fr,profile owner,1,0,profil client,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=profile%20owner,1324585091,1324585091
localize_glossary_translation_740_fr,product reference field,1,0,champ référence de produit,1,e-Commerce,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=product%20reference%20field,1324585070,1361731175
localize_glossary_translation_739_fr,product pricing,1,0,tarification du produit,1,e-Commerce,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=product%20pricing,1324585043,1361731175
localize_glossary_translation_738_fr,product line item,1,0,élément de commande de produit,1,e-Commerce,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=product%20line%20item,1324585002,1361731175
localize_glossary_translation_737_fr,premise (building),1,0,local (bâtiment),1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=premise%20%28building%29,1324582561,1324582595
localize_glossary_translation_736_fr,checkout workflow,1,0,processus de paiement,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=checkout%20workflow,1324582532,1324582532
localize_glossary_translation_735_fr,datetime,1,0,datetime,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=datetime,1324569095,1334599041
localize_glossary_translation_734_fr,datestamp,1,0,datestamp,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=datestamp,1324569080,1334598361
localize_glossary_translation_733_fr,user role,1,0,rôle utilisateur,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=user%20role,1324429138,1351792193
localize_glossary_translation_732_fr,flush,1,0,purger / vider,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=flush,1324327750,1334599602
localize_glossary_translation_730_fr,login credential,1,0,identifiant de connexion,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=login%20credential,1324070653,1324070653
localize_glossary_translation_728_fr,rollback,1,0,retour (à/en arrière),1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=rollback,1324067155,1324067155
localize_glossary_translation_727_fr,facet,1,0,facette,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=facet,1323793595,1324065506
localize_glossary_translation_726_fr,printer-friendly,1,0,(version) imprimable,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=printer-friendly,1323703847,1324066023
localize_glossary_translation_724_fr,map (to),1,0,(faire) correspondre,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=map%20%28to%29,1323184806,1324066341
localize_glossary_translation_723_fr,unset (to),1,0,annuler (le paramètrage),1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=unset%20%28to%29,1323167580,1324067318
localize_glossary_translation_722_fr,flat rate,1,0,frais forfaitaires,1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=flat%20rate,1323167537,1361545437
localize_glossary_translation_721_fr,location,1,0,emplacement,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=location,1323111906,1324067521
localize_glossary_translation_719_fr,whether,1,0,si (... ou non) / faut-il (... ou non),1,,localize_glossary_languages_fr,AV,https://localize.drupal.org/translate/languages/fr/translate?search=whether,1322838342,1324066918
localize_glossary_translation_718_fr,current,1,0,actuel,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=current,1322829556,1324068227
localize_glossary_translation_717_fr,lazy load,1,0,chargement à la demande,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=lazy%20load,1322829240,1324068383
localize_glossary_translation_714_fr,site-wide,1,0,général/sur tout le site,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=site-wide,1322772980,1324066251
localize_glossary_translation_713_fr,component,1,0,composant,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=component,1322751518,1324068811
localize_glossary_translation_712_fr,fetch (to),1,0,récupérer/extraire,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=fetch%20%28to%29,1322750409,1324066470
localize_glossary_translation_711_fr,bypass,1,0,contourner,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=bypass,1322708599,1324069536
localize_glossary_translation_710_fr,summary,1,0,résumé,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=summary,1322644287,1324068913
localize_glossary_translation_709_fr,descriptive label,1,0,étiquette explicative [Views],1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=descriptive%20label,1322643851,1324069051
localize_glossary_translation_708_fr,node page,1,0,page du nœud [contexte général] page-nœud [contexte Panels],1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=node%20page,1322517077,1324330551
localize_glossary_translation_707_fr,debugger,1,0,débogueur,1,,localize_glossary_languages_fr,VA,https://localize.drupal.org/translate/languages/fr/translate?search=debugger,1322408759,1324069379
localize_glossary_translation_702_fr,tax types,1,0,types de taxe,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=tax%20types,1322403871,1361729658
localize_glossary_translation_703_fr,unit price,1,0,prix unitaire,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=unit%20price,1322403871,1361729658
localize_glossary_translation_704_fr,update cart,1,0,mettre à jour le panier,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=update%20cart,1322403871,1361729658
localize_glossary_translation_705_fr,VAT,1,0,TVA,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=VAT,1322403871,1361729658
localize_glossary_translation_665_fr,checkout process,1,0,processus de paiement,1,e-Commerce,localize_glossary_languages_fr,Validé,https://localize.drupal.org/translate/languages/fr/translate?search=checkout%20process,1322403869,1361729658
