UUID,Titre,Publié,Promu en page d'accueil,Traduction,Exporter vers les extensions,Contexte(s),Language,Statut,Lien vers traduction l.d.o,Date de publication,Date de mise à jour
localize_glossary_translation_912_br,nested,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=nested,1550396092,1550396092
localize_glossary_translation_911_br,disallow,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=disallow,1550394598,1550394598
localize_glossary_translation_910_br,checklist,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=checklist,1550394255,1550394255
localize_glossary_translation_909_br,Rewrite Results,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Rewrite%20Results,1550393956,1550393956
localize_glossary_translation_908_br,You may,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=You%20may,1550393674,1550393674
localize_glossary_translation_907_br,Tips,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Tips,1541760227,1541760227
localize_glossary_translation_906_br,Outsider,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Outsider,1539614777,1539614777
localize_glossary_translation_905_br,third-party,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=third-party,1539441926,1539441926
localize_glossary_translation_904_br,requirement,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=requirement,1539440656,1550328887
localize_glossary_translation_903_br,workspace,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=workspace,1536588212,1536588212
localize_glossary_translation_902_br,hint,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=hint,1531214160,1531214160
localize_glossary_translation_901_br,cookie,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=cookie,1525388919,1525388919
localize_glossary_translation_900_br,tracker,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=tracker,1525162224,1525162224
localize_glossary_translation_899_br,layer,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=layer,1525159487,1525159487
localize_glossary_translation_898_br,boolean,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=boolean,1525081532,1551699752
localize_glossary_translation_897_br,popover,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=popover,1525081153,1525081153
localize_glossary_translation_896_br,colon,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=colon,1524925743,1524925743
localize_glossary_translation_895_br,staging,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=staging,1523973672,1523973672
localize_glossary_translation_894_br,repositories,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=repositories,1523965763,1551699855
localize_glossary_translation_893_br,crib,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=crib,1523882234,1523882234
localize_glossary_translation_892_br,altering,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=altering,1523872922,1523872922
localize_glossary_translation_891_br,Strip out,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Strip%20out,1523871548,1523871548
localize_glossary_translation_890_br,Bundle assignment,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Bundle%20assignment,1523870739,1523870739
localize_glossary_translation_889_br,assignment,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=assignment,1523868982,1523868982
localize_glossary_translation_888_br,Dropzone,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Dropzone,1509294209,1509294209
localize_glossary_translation_887_br,home,1,0,degemer,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=home,1509272061,1509272061
localize_glossary_translation_886_br,array,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=array,1482845352,1482845352
localize_glossary_translation_882_br,custom block library,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=custom%20block%20library,1465835149,1465835149
localize_glossary_translation_881_br,more link,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=more%20link,1465724434,1465724465
localize_glossary_translation_880_br,event,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=event,1465724316,1465724599
localize_glossary_translation_878_br,in-place,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=in-place,1453743733,1453743803
localize_glossary_translation_877_br,signup,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=signup,1449677344,1449677344
localize_glossary_translation_876_br,Language neutral,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Language%20neutral,1447428899,1447428899
localize_glossary_translation_875_br,entity reference,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=entity%20reference,1447162478,1447162478
localize_glossary_translation_874_br,derivative,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=derivative,1447106722,1447106722
localize_glossary_translation_873_br,cache tag,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=cache%20tag,1447105595,1447105595
localize_glossary_translation_872_br,installer,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=installer,1447079977,1447079977
localize_glossary_translation_871_br,raw,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=raw,1447061078,1447061078
localize_glossary_translation_870_br,view modes,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=view%20modes,1446910602,1446910602
localize_glossary_translation_869_br,form modes,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=form%20modes,1446910595,1446913515
localize_glossary_translation_868_br,display modes,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=display%20modes,1446910553,1446910553
localize_glossary_translation_867_br,Outline (book),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Outline%20%28book%29,1446910141,1446913701
localize_glossary_translation_866_br,translatable,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=translatable,1446909962,1446913620
localize_glossary_translation_865_br,logged in,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=logged%20in,1446909296,1446913790
localize_glossary_translation_864_br,tray,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=tray,1446907908,1446914806
localize_glossary_translation_862_br,Replacement patterns,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Replacement%20patterns,1446900385,1446914954
localize_glossary_translation_861_br,further instructions,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=further%20instructions,1446896590,1446898784
localize_glossary_translation_860_br,form mode,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=form%20mode,1446896201,1446915015
localize_glossary_translation_859_br,display mode,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=display%20mode,1446895800,1446895800
localize_glossary_translation_858_br,extend,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=extend,1446895552,1446917210
localize_glossary_translation_857_br,rearrange,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=rearrange,1446895274,1446896296
localize_glossary_translation_856_br,tour,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=tour,1446893746,1446917191
localize_glossary_translation_855_br,drop-down button,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=drop-down%20button,1446892682,1446917187
localize_glossary_translation_854_br,VID,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=VID,1446891271,1446891271
localize_glossary_translation_853_br,Backend,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Backend,1443033119,1443033119
localize_glossary_translation_852_br,shortcut,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=shortcut,1441379615,1441379615
localize_glossary_translation_851_br,packaging,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=packaging,1439067435,1439067435
localize_glossary_translation_850_br,safely,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=safely,1434103033,1434103033
localize_glossary_translation_849_br,legacy,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=legacy,1434099313,1434099313
localize_glossary_translation_848_br,sort criteria,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=sort%20criteria,1425909076,1482588175
localize_glossary_translation_847_br,Are you sure,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Are%20you%20sure,1424014824,1424014824
localize_glossary_translation_846_br,unchangeable,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=unchangeable,1423923978,1423923978
localize_glossary_translation_845_br,changeable,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=changeable,1423923323,1446917183
localize_glossary_translation_844_br,highlight,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=highlight,1418049263,1446913953
localize_glossary_translation_843_br,article,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=article,1389641802,1389641802
localize_glossary_translation_831_br,Loading,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Loading,1379072620,1379072620
localize_glossary_translation_830_br,ReadyState,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=ReadyState,1379072486,1379072486
localize_glossary_translation_824_br,card on file,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=card%20on%20file,1375780933,1375780933
localize_glossary_translation_821_br,spoiler,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=spoiler,1375050172,1375050172
localize_glossary_translation_820_br,hashtag,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=hashtag,1373063519,1373063519
localize_glossary_translation_819_br,ban (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=ban%20%28to%29,1372640837,1372640837
localize_glossary_translation_818_br,dummy,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=dummy,1372640218,1372640218
localize_glossary_translation_815_br,Import files,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Import%20files,1365758854,1365758854
localize_glossary_translation_812_br,case,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=case,1363958243,1363958243
localize_glossary_translation_810_br,webform,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=webform,1358085960,1358085960
localize_glossary_translation_809_br,breakpoint,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=breakpoint,1357395267,1357395267
localize_glossary_translation_808_br,opt-out,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=opt-out,1356597858,1356597858
localize_glossary_translation_807_br,subject (contexte : courriel),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=subject%20%28contexte%20%3A%20courriel%29,1356281248,1356281248
localize_glossary_translation_806_br,profanity,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=profanity,1356268105,1356268105
localize_glossary_translation_805_br,Double opt-in,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Double%20opt-in,1356190683,1356190683
localize_glossary_translation_804_br,Single opt-in,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=Single%20opt-in,1356190527,1356190527
localize_glossary_translation_803_br,populate,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=populate,1352057086,1352057086
localize_glossary_translation_786_br,hosting provider,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=hosting%20provider,1346742365,1351790526
localize_glossary_translation_781_br,importer,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=importer,1345368262,1351790155
localize_glossary_translation_777_br,shipping information,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=shipping%20information,1345193278,1361731097
localize_glossary_translation_776_br,billing information,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=billing%20information,1344966074,1361731097
localize_glossary_translation_775_br,textarea,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=textarea,1341051365,1446917465
localize_glossary_translation_773_br,date format,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=date%20format,1340975543,1351790809
localize_glossary_translation_771_br,featured content,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=featured%20content,1338997109,1351790341
localize_glossary_translation_770_br,quiz,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=quiz,1338888107,1351791057
localize_glossary_translation_769_br,wizard,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=wizard,1338113472,1351791076
localize_glossary_translation_768_br,refreshing,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=refreshing,1338113165,1351791225
localize_glossary_translation_766_br,themer,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=themer,1338111979,1351791422
localize_glossary_translation_765_br,if checked,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=if%20checked,1336558586,1351791885
localize_glossary_translation_764_br,membership,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=membership,1335284010,1351792014
localize_glossary_translation_763_br,overhead,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=overhead,1334857835,1351791861
localize_glossary_translation_762_br,unflag,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=unflag,1334675337,1446920014
localize_glossary_translation_761_br,(to) flag,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=%28to%29%20flag,1334674657,1334674657
localize_glossary_translation_760_br,translation set,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=translation%20set,1332285321,1334597201
localize_glossary_translation_759_br,endpoint,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=endpoint,1331477668,1334597435
localize_glossary_translation_758_br,default,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=default,1330958410,1551700099
localize_glossary_translation_757_br,checkbox,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=checkbox,1330713922,1334597556
localize_glossary_translation_753_br,tree,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=tree,1330707605,1334597668
localize_glossary_translation_751_br,form builder,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=form%20builder,1328608857,1334597171
localize_glossary_translation_749_br,product display,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=product%20display,1325171052,1361731175
localize_glossary_translation_748_br,mapping,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=mapping,1325168998,1334598743
localize_glossary_translation_747_br,clear (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=clear%20%28to%29,1325167903,1446918116
localize_glossary_translation_746_br,viewport,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=viewport,1324914625,1334599751
localize_glossary_translation_745_br,coupon,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=coupon,1324763156,1361731175
localize_glossary_translation_744_br,payment terminal,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=payment%20terminal,1324590150,1361731175
localize_glossary_translation_743_br,shopping cart order,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=shopping%20cart%20order,1324585139,1361731175
localize_glossary_translation_742_br,review checkout pane,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=review%20checkout%20pane,1324585113,1361731175
localize_glossary_translation_741_br,profile owner,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=profile%20owner,1324585091,1324585091
localize_glossary_translation_740_br,product reference field,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=product%20reference%20field,1324585070,1361731175
localize_glossary_translation_739_br,product pricing,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=product%20pricing,1324585043,1361731175
localize_glossary_translation_738_br,product line item,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=product%20line%20item,1324585002,1361731175
localize_glossary_translation_737_br,premise (building),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=premise%20%28building%29,1324582561,1324582595
localize_glossary_translation_736_br,checkout workflow,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=checkout%20workflow,1324582532,1324582532
localize_glossary_translation_735_br,datetime,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=datetime,1324569095,1334599041
localize_glossary_translation_734_br,datestamp,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=datestamp,1324569080,1334598361
localize_glossary_translation_733_br,user role,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=user%20role,1324429138,1351792193
localize_glossary_translation_732_br,flush,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=flush,1324327750,1334599602
localize_glossary_translation_730_br,login credential,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=login%20credential,1324070653,1324070653
localize_glossary_translation_728_br,rollback,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=rollback,1324067155,1324067155
localize_glossary_translation_727_br,facet,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=facet,1323793595,1324065506
localize_glossary_translation_726_br,printer-friendly,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=printer-friendly,1323703847,1324066023
localize_glossary_translation_724_br,map (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=map%20%28to%29,1323184806,1324066341
localize_glossary_translation_723_br,unset (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=unset%20%28to%29,1323167580,1324067318
localize_glossary_translation_722_br,flat rate,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=flat%20rate,1323167537,1361545437
localize_glossary_translation_721_br,location,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=location,1323111906,1324067521
localize_glossary_translation_719_br,whether,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=whether,1322838342,1324066918
localize_glossary_translation_718_br,current,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=current,1322829556,1324068227
localize_glossary_translation_717_br,lazy load,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=lazy%20load,1322829240,1324068383
localize_glossary_translation_714_br,site-wide,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=site-wide,1322772980,1324066251
localize_glossary_translation_713_br,component,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=component,1322751518,1324068811
localize_glossary_translation_712_br,fetch (to),1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=fetch%20%28to%29,1322750409,1324066470
localize_glossary_translation_711_br,bypass,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=bypass,1322708599,1324069536
localize_glossary_translation_710_br,summary,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=summary,1322644287,1324068913
localize_glossary_translation_709_br,descriptive label,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=descriptive%20label,1322643851,1324069051
localize_glossary_translation_708_br,node page,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=node%20page,1322517077,1324330551
localize_glossary_translation_707_br,debugger,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=debugger,1322408759,1324069379
localize_glossary_translation_702_br,tax types,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=tax%20types,1322403871,1361729658
localize_glossary_translation_703_br,unit price,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=unit%20price,1322403871,1361729658
localize_glossary_translation_704_br,update cart,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=update%20cart,1322403871,1361729658
localize_glossary_translation_705_br,VAT,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=VAT,1322403871,1361729658
localize_glossary_translation_665_br,checkout process,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=checkout%20process,1322403869,1361729658
localize_glossary_translation_666_br,checkout rules,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=checkout%20rules,1322403869,1361729661
localize_glossary_translation_667_br,checkout setting,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=checkout%20setting,1322403869,1361730084
localize_glossary_translation_668_br,commerce order,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=commerce%20order,1322403869,1361729658
localize_glossary_translation_669_br,commerce payment,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=commerce%20payment,1322403869,1361729658
localize_glossary_translation_670_br,complete,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=complete,1322403869,1322403869
localize_glossary_translation_671_br,completed order,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=completed%20order,1322403869,1361729658
localize_glossary_translation_672_br,customer profile,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=customer%20profile,1322403869,1361729658
localize_glossary_translation_673_br,customer profile manager,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=customer%20profile%20manager,1322403869,1361729661
localize_glossary_translation_674_br,customer profile type,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=customer%20profile%20type,1322403869,1361729661
localize_glossary_translation_664_br,checkout form,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=checkout%20form,1322403869,1361729661
localize_glossary_translation_663_br,checkout completion,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=checkout%20completion,1322403869,1361729661
localize_glossary_translation_662_br,checkout,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=checkout,1322403869,1361729661
localize_glossary_translation_652_br,account information,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=account%20information,1322403869,1322403869
localize_glossary_translation_653_br,add to cart,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=add%20to%20cart,1322403869,1361729661
localize_glossary_translation_654_br,amount,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=amount,1322403869,1322403869
localize_glossary_translation_655_br,anonymous order,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=anonymous%20order,1322403869,1361729661
localize_glossary_translation_656_br,calculated price,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=calculated%20price,1322403869,1361729661
localize_glossary_translation_657_br,calculated prices,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=calculated%20prices,1322403869,1361729661
localize_glossary_translation_658_br,calculated sell price,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=calculated%20sell%20price,1322403869,1361729661
localize_glossary_translation_659_br,calculation,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=calculation,1322403869,1322403869
localize_glossary_translation_660_br,calculation settings,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=calculation%20settings,1322403869,1322403869
localize_glossary_translation_661_br,capture,1,0,,1,,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=capture,1322403869,1322403869
localize_glossary_translation_675_br,customers,1,0,,1,e-Commerce,localize_glossary_languages_br,AV,https://localize.drupal.org/translate/languages/br/translate?search=customers,1322403869,1361729661
